date,state,positive,negative,pending,hospitalized_currently,hospitalized_cumulative,in_icu_currently,in_icu_cumulative,on_ventilator_currently,on_ventilator_cumulative,recovered,data_quality_grade,last_update_et,hash,date_checked,death,hospitalized,total,total_test_results,pos_neg,fips,death_increase,hospitalized_increase,negative_increase,positive_increase,total_test_results_increase,fips_code,iso_subdivision,load_time,iso_country
2020-08-19,WY,3430,59664,,12,197,,,,,2786,B,2020-08-19 18:11:00,b476e3f7fd79ceded5b5f885572b435814498dfd,2020-08-19T18:11:00Z,34,197,63094,63094,63094,56,0,4,586,67,653,56,US-WY,2020-09-26 00:07:40,US
2020-08-18,AK,5177,304832,,47,,,,7,,1468,A,2020-08-18 00:00:00,fd298a3daca2275c45c854d02e51be0e913bd596,2020-08-18T00:00:00Z,29,,310009,310009,310009,2,1,0,4294,67,4361,2,US-AK,2020-09-26 00:07:40,US
2020-08-18,AL,110361,757898,,1280,12958,,1329,,729,41523,B,2020-08-18 11:00:00,bfffa7e7c2ecdaad8a937081c6191601e841ff1b,2020-08-18T11:00:00Z,1936,12958,868259,863713,868259,1,11,0,13979,1357,15199,1,US-AL,2020-09-26 00:07:40,US
2020-08-18,AR,53487,579575,,492,3695,,,122,478,46970,A,2020-08-18 14:37:00,cba2a8b397deec06493807394df76109cd92bc1f,2020-08-18T14:37:00Z,619,3695,633062,632652,633062,5,16,74,10190,410,10602,5,US-AR,2020-09-26 00:07:40,US
2020-08-18,AS,0,1514,,,,,,,,,C,2020-08-15 00:00:00,e15cbe743620ba84d77003b1c7a5b6cc567aadb9,2020-08-15T00:00:00Z,0,,1514,1514,1514,60,0,0,0,0,0,60,US-AS,2020-09-26 00:07:40,US
2020-08-18,AZ,194920,909077,,1167,20878,427,,260,,28027,A+,2020-08-18 00:00:00,eda853bc4c5bdded9bd29e5f26be02d73d1ff8b4,2020-08-18T00:00:00Z,4529,20878,1103997,1102493,1103997,4,23,122,4694,915,5596,4,US-AZ,2020-09-26 00:07:40,US
2020-08-18,CA,632667,9416372,,6360,,1801,,,,,B,2020-08-18 00:00:00,8e5c92067805347f18d43e4011637d98991059e1,2020-08-18T00:00:00Z,11342,,10049039,10049039,10049039,6,100,0,110623,4636,115259,6,US-CA,2020-09-26 00:07:40,US
2020-08-18,CO,53370,586280,,245,6739,,,,,5712,A,2020-08-17 01:59:00,adc9957cbc7a74b6ee1547af7291bd029471a05f,2020-08-17T01:59:00Z,1778,6739,639650,881252,639650,8,10,4,4883,194,8201,8,US-CO,2020-09-26 00:07:40,US
2020-08-18,CT,51255,941476,,47,11015,,,,,8809,B,2020-08-17 20:30:00,b423852a101e885ec1dfa6e920a26543fbfcd638,2020-08-17T20:30:00Z,4456,11015,992731,992731,992731,9,0,0,10775,-12,10763,9,US-CT,2020-09-26 00:07:40,US
2020-08-18,DC,13325,236153,,79,,27,,14,,10595,A+,2020-08-17 00:00:00,60b86928d0b7085b7d64da291873f9ce839896fa,2020-08-17T00:00:00Z,599,,249478,249478,249478,11,2,0,3771,52,3823,11,US-DC,2020-09-26 00:07:40,US
2020-08-18,DE,16593,197252,,32,,7,,,,8749,A+,2020-08-17 18:00:00,9eb152cb93bc2b272c06ee6396e9bca28c485393,2020-08-17T18:00:00Z,593,,213845,213845,213845,10,0,0,1150,57,1207,10,US-DE,2020-09-26 00:07:40,US
2020-08-18,FL,579932,3699108,3814,5484,35112,,,,,,B,2020-08-17 23:59:00,218bb5df07e4670d4ceea9fa777de712bf9e29b9,2020-08-17T23:59:00Z,9893,35112,4282854,4279040,4279040,12,219,505,22326,3838,26164,12,US-FL,2020-09-26 00:07:40,US
2020-08-18,GA,241677,1818642,,2596,22429,,4117,,,,A,2020-08-18 14:50:00,b2a70e2743cd6f93fcfa526c3bbbfc1217464f22,2020-08-18T14:50:00Z,4794,22429,2060319,2060319,2060319,13,67,296,30086,2816,32902,13,US-GA,2020-09-26 00:07:40,US
2020-08-18,GU,577,28649,,14,,4,,,,353,A,2020-08-17 23:40:00,425343df51cd1c6d339405e0f90c91755326ee9c,2020-08-17T23:40:00Z,5,,29226,29226,29226,66,0,0,434,19,453,66,US-GU,2020-09-26 00:07:40,US
2020-08-18,HI,5215,158984,,175,288,35,,25,,1868,C,2020-08-17 22:55:00,30ee747c863156cbdb87e5a23f039bdd48dc3568,2020-08-17T22:55:00Z,40,288,164199,164199,164199,15,0,5,2078,173,2251,84,US-UM,2020-09-26 00:07:40,US
2020-08-18,HI,5215,158984,,175,288,35,,25,,1868,C,2020-08-17 22:55:00,30ee747c863156cbdb87e5a23f039bdd48dc3568,2020-08-17T22:55:00Z,40,288,164199,164199,164199,15,0,5,2078,173,2251,15,US-HI,2020-09-26 00:07:40,US
2020-08-18,IA,52951,504147,,287,,86,,35,,41565,A+,2020-08-18 00:00:00,29467d6d27c3a7596f6770965690d1347012be6c,2020-08-18T00:00:00Z,989,,557098,557098,557098,19,8,0,2885,229,3114,19,US-IA,2020-09-26 00:07:40,US
2020-08-18,ID,27942,198927,,167,1129,37,316,,,11093,A,2020-08-17 19:00:00,74f63b17c1aa286abcc427415dd296f5d3e49f3b,2020-08-17T19:00:00Z,273,1129,226869,225018,226869,16,4,19,2100,282,2350,16,US-ID,2020-09-26 00:07:40,US
2020-08-18,IL,210926,3229678,,1510,,335,,128,,,A,2020-08-18 00:00:00,3894ee289f32f14ec51615ec3870949c841f9a86,2020-08-18T00:00:00Z,7993,,3440604,3440604,3440604,17,26,0,32435,1740,34175,17,US-IL,2020-09-26 00:07:40,US
2020-08-18,IN,81847,846767,,849,10037,251,2052,94,,61518,A+,2020-08-17 23:59:00,691c13b8c629881e036a30c08990fe35c4a68b6c,2020-08-17T23:59:00Z,3165,10037,928614,928614,928614,18,30,64,13140,841,13981,18,US-IN,2020-09-26 00:07:40,US
2020-08-18,KS,35167,319095,,229,2034,62,560,24,200,1409,A+,2020-08-17 10:00:00,c271d074611aa55e2bbfbb43fbabf4ea4867a319,2020-08-17T10:00:00Z,405,2034,354262,354262,354262,20,0,0,0,0,0,20,US-KS,2020-09-26 00:07:40,US
2020-08-18,KY,40299,686601,,622,4252,147,1320,,,9233,B,2020-08-18 00:00:00,be92e8390226aed4d4cf5b64b009ae79d7dd8781,2020-08-18T00:00:00Z,830,4252,726900,723905,726900,21,12,37,9476,608,9956,21,US-KY,2020-09-26 00:07:40,US
2020-08-18,LA,139125,1550866,,1204,,,,187,,103512,A,2020-08-18 13:00:00,3a86b183b99dc769e46d4871fb2b34c635225fa2,2020-08-18T13:00:00Z,4554,,1689991,1689991,1689991,22,28,0,15062,640,15702,22,US-LA,2020-09-26 00:07:40,US
2020-08-18,MA,123588,1352979,,374,12192,66,,23,,100486,A+,2020-08-18 10:00:00,68c1c05447d1666264b5c90a38b5d4bd4126b21a,2020-08-18T10:00:00Z,8839,12192,1476567,1946517,1476567,25,6,14,11478,175,16626,25,US-MA,2020-09-26 00:07:40,US
2020-08-18,MD,101235,1066070,,453,13698,102,,,,6008,A,2020-08-18 10:00:00,02385d2b903a652ebf1b1f2eb9b242e39aac20f7,2020-08-18T10:00:00Z,3650,13698,1167305,1167305,1167305,24,9,40,9173,520,9693,24,US-MD,2020-09-26 00:07:40,US
2020-08-18,ME,4213,210113,,10,401,5,,1,,3649,A+,2020-08-17 23:59:00,1da898a5ba515243b9f625fa16a35c9b78c8c77c,2020-08-17T23:59:00Z,127,401,214326,214326,214326,23,0,2,1756,16,1772,23,US-ME,2020-09-26 00:07:40,US
2020-08-18,MI,103403,2259122,,653,,169,,89,,67778,A+,2020-08-18 00:00:00,f64ee10483c98b7022fa366294d988507010e359,2020-08-18T00:00:00Z,6608,,2362525,2362525,2362525,26,16,0,21664,654,22318,71,US-UM,2020-09-26 00:07:40,US
2020-08-18,MI,103403,2259122,,653,,169,,89,,67778,A+,2020-08-18 00:00:00,f64ee10483c98b7022fa366294d988507010e359,2020-08-18T00:00:00Z,6608,,2362525,2362525,2362525,26,16,0,21664,654,22318,26,US-MI,2020-09-26 00:07:40,US
2020-08-18,MN,66061,937245,,304,5932,154,1722,,,59568,A,2020-08-17 17:00:00,947b6cc75db77650849e6fad3d1f7e3e9b38f158,2020-08-17T17:00:00Z,1767,5932,1003306,1273397,1003306,27,9,46,2938,345,6836,27,US-MN,2020-09-26 00:07:40,US
2020-08-18,MO,69417,798064,,891,,,,116,,,A,2020-08-18 00:00:00,3e5ae180f5484197a4e4c89aa53811587437c5b8,2020-08-18T00:00:00Z,1402,,867481,867481,867481,29,6,0,8070,794,8864,29,US-MO,2020-09-26 00:07:40,US
2020-08-18,MP,54,12866,,,4,,,,,29,D,2020-08-17 19:35:00,a63741bea14a2c854485327bedad895bef6d14bb,2020-08-17T19:35:00Z,2,4,12920,12920,12920,69,0,0,-1,1,0,69,US-MP,2020-09-26 00:07:40,US
2020-08-18,MS,73207,452177,,1090,5025,284,,163,,56577,A+,2020-08-17 19:00:00,37ddf3d26cec733a111898825873585298f28816,2020-08-17T19:00:00Z,2128,5025,525384,525384,525384,28,33,36,0,795,795,28,US-MS,2020-09-26 00:07:40,US
2020-08-18,MT,5846,199666,,97,339,,,,,4206,C,2020-08-18 00:00:00,d249a773e09e99828ddc0ebb6f16308391020ebf,2020-08-18T00:00:00Z,84,339,205512,205512,205512,30,2,9,733,54,787,30,US-MT,2020-09-26 00:07:40,US
2020-08-18,NC,146779,1804341,,1026,,313,,,,127749,A+,2020-08-18 13:00:00,78b918b882c1deb47854437cb09c23d98f53111e,2020-08-18T13:00:00Z,2396,,1951120,1951120,1951120,37,48,0,14385,1263,15648,37,US-NC,2020-09-26 00:07:40,US
2020-08-18,ND,8775,172146,,47,469,,,,,7485,C,2020-08-18 00:00:00,c49bd194a38fa30c2e6147a9882fd2a170d1ccbc,2020-08-18T00:00:00Z,109,469,180921,389618,180921,38,4,8,374,134,1784,38,US-ND,2020-09-26 00:07:40,US
2020-08-18,NE,30563,294924,,158,1883,,,,,22647,A,2020-08-17 20:20:00,d76e527b75e502dbff10185edd4506067f2e1bd7,2020-08-17T20:20:00Z,362,1883,325487,325487,325487,31,1,0,2305,191,2496,31,US-NE,2020-09-26 00:07:40,US
2020-08-18,NH,7017,179890,,12,712,,220,,,6333,B,2020-08-18 09:00:00,22e39bd3704c125cf405b5a65d230da3ef4ffcef,2020-08-18T09:00:00Z,424,712,186907,284757,186907,33,1,3,923,13,1624,33,US-NH,2020-09-26 00:07:40,US
2020-08-18,NJ,188098,2344647,,468,22259,106,,41,,33403,A+,2020-08-18 00:00:00,5c6d0274480c30ca0ace01bbe8617fe9ad4412e7,2020-08-18T00:00:00Z,15876,22259,2532745,2532745,2532745,34,10,41,21344,331,21675,34,US-NJ,2020-09-26 00:07:40,US
2020-08-18,NM,23500,653650,,119,2984,,,,,10602,B,2020-08-17 17:50:00,6c075270ac8012ffb209452f09a71e410067e126,2020-08-17T17:50:00Z,718,2984,677150,677150,677150,35,4,19,6485,92,6577,35,US-NM,2020-09-26 00:07:40,US
2020-08-18,NV,62639,491289,,903,,267,,165,,1518,A+,2020-08-18 02:59:00,8bbbaeb8415934a080f8041c27be1c19556e497d,2020-08-18T02:59:00Z,1102,,553928,553928,553928,32,25,0,1833,672,2505,32,US-NV,2020-09-26 00:07:40,US
2020-08-18,NY,426571,6765407,,537,89995,126,,60,,74258,A,2020-08-17 23:59:00,68ae0c502bc8dee13dcda9651eb2a1366b558b57,2020-08-17T23:59:00Z,25264,89995,7191978,7191978,7191978,36,8,0,66236,655,66891,36,US-NY,2020-09-26 00:07:40,US
2020-08-18,OH,109923,1759075,,934,12436,314,2805,172,,89068,A+,2020-08-18 14:00:00,001aaa969a9f2509aabeffde82e29e2ab7d2220e,2020-08-18T14:00:00Z,3871,12436,1868998,1868998,1868998,39,39,117,19121,861,19982,39,US-OH,2020-09-26 00:07:40,US
2020-08-18,OK,49326,725674,,568,4115,240,,,,41370,A+,2020-08-18 00:00:00,04fda7289c6c0d22ab87fffa5769b505ba794d79,2020-08-18T00:00:00Z,682,4115,775000,775000,775000,40,17,94,19055,615,19670,40,US-OK,2020-09-26 00:07:40,US
2020-08-18,OR,23676,472662,,214,1929,54,,20,,4468,A+,2020-08-18 03:01:00,0bb308fc1b69fe06ac93aa9f2ce132cc87b437d3,2020-08-18T03:01:00Z,397,1929,496338,496338,496338,41,9,16,4896,225,5121,41,US-OR,2020-09-26 00:07:40,US
2020-08-18,PA,125579,1353987,,548,,,,94,,99207,A+,2020-08-18 00:00:00,e1b560a453ac01f13f96486b7986c7802f6c5a4f,2020-08-18T00:00:00Z,7499,,1479566,1479566,1479566,42,31,0,11512,735,12247,95,US-UM,2020-09-26 00:07:40,US
2020-08-18,PA,125579,1353987,,548,,,,94,,99207,A+,2020-08-18 00:00:00,e1b560a453ac01f13f96486b7986c7802f6c5a4f,2020-08-18T00:00:00Z,7499,,1479566,1479566,1479566,42,31,0,11512,735,12247,42,US-PA,2020-09-26 00:07:40,US
2020-08-18,PR,27713,305972,,392,,62,,45,,,B,2020-08-18 00:00:00,ff867e81d2e5eed2c5737f5782831a5d3e42a119,2020-08-18T00:00:00Z,346,,333685,333685,333685,72,11,0,0,953,953,72,US-PR,2020-09-26 00:07:40,US
2020-08-18,RI,20692,215471,,78,2405,8,,4,,2004,A+,2020-08-18 12:00:00,7091a84ccbdd051acd12cd4888cc1d5d67433cc0,2020-08-18T12:00:00Z,1024,2405,236163,436191,236163,44,1,25,2221,120,5186,44,US-RI,2020-09-26 00:07:40,US
2020-08-18,SC,107672,770809,,1116,7146,294,,173,,45205,A+,2020-08-17 23:59:00,bfee6f60cceae99c3732855d05b67c563704b779,2020-08-17T23:59:00Z,2343,7146,878481,878481,878481,45,55,294,4215,719,4934,45,US-SC,2020-09-26 00:07:40,US
2020-08-18,SD,10443,119570,,68,927,,,,,9126,A,2020-08-17 14:00:00,7bbfc7ec7bf332c0dfbbdedf69f7861474a2a2e3,2020-08-17T14:00:00Z,154,927,130013,130013,130013,46,1,6,637,83,720,46,US-SD,2020-09-26 00:07:40,US
2020-08-18,TN,135778,1758594,,1231,5981,384,,183,,96896,A+,2020-08-18 15:00:00,0e7a858a1cdbf95cf95642cacf3d59c03c2f96e2,2020-08-18T15:00:00Z,1426,5981,1894372,1894372,1894372,47,39,100,22230,1034,23264,47,US-TN,2020-09-26 00:07:40,US
2020-08-18,TX,550232,3950413,,6210,,2179,,,,415903,A,2020-08-18 16:40:00,44d9813eaacb3fc673dd436f96709f63d5c88260,2020-08-18T16:40:00Z,10250,,4500645,4500645,4500645,48,216,0,17196,7282,24478,48,US-TX,2020-09-26 00:07:40,US
2020-08-18,UT,47157,559359,,183,2804,61,718,,288,38555,A+,2020-08-18 11:07:00,2b3da40b4616cf5d98d288ec3d7b029772cbb6d9,2020-08-18T11:07:00Z,369,2804,606516,606516,606516,49,5,22,4458,263,4721,49,US-UT,2020-09-26 00:07:40,US
2020-08-18,VA,108282,1282023,381,1253,15163,300,,163,,13910,A+,2020-08-17 17:00:00,400d192989208ae4792fda6b2cd3a2b61b7a793e,2020-08-17T17:00:00Z,2396,15163,1390686,1385832,1390305,51,11,163,16002,861,16795,51,US-VA,2020-09-26 00:07:40,US
2020-08-18,VI,796,11868,32,,,,,,,533,C,2020-08-18 06:24:00,326218f3dfa11fd6037676cac9c1715ae0c977a5,2020-08-18T06:24:00Z,9,,12696,12664,12664,78,0,0,210,36,246,78,US-VI,2020-09-26 00:07:40,US
2020-08-18,VT,1530,112567,,17,,,,,,1347,B,2020-08-18 00:00:00,cd63855cb44ceb8e0084b40371074a1f3400261f,2020-08-18T00:00:00Z,58,,114097,114097,114097,50,0,0,871,3,874,50,US-VT,2020-09-26 00:07:40,US
2020-08-18,WA,69967,1259249,,394,6296,,,39,,,B,2020-08-17 02:59:00,14c3d2255cad0efe945a2f53ac088d8341e59758,2020-08-17T02:59:00Z,1785,6296,1329216,1329216,1329216,53,4,41,14503,598,15101,53,US-WA,2020-09-26 00:07:40,US
2020-08-18,WI,71424,1075397,185,380,5380,109,964,,,57382,A+,2020-08-18 00:00:00,22defe5264bb72323b12021222b2100ff1ce5f88,2020-08-18T00:00:00Z,1059,5380,1147006,1146821,1146821,55,13,53,9357,709,10066,79,US-UM,2020-09-26 00:07:40,US
2020-08-18,WI,71424,1075397,185,380,5380,109,964,,,57382,A+,2020-08-18 00:00:00,22defe5264bb72323b12021222b2100ff1ce5f88,2020-08-18T00:00:00Z,1059,5380,1147006,1146821,1146821,55,13,53,9357,709,10066,55,US-WI,2020-09-26 00:07:40,US
2020-08-18,WV,8731,356994,,132,,50,,21,,6737,B,2020-08-18 10:00:00,59a841efe4021aebaf03ab08d32e8347be2d9ce3,2020-08-18T10:00:00Z,164,,365725,365725,365725,54,4,0,4787,99,4886,54,US-WV,2020-09-26 00:07:40,US
2020-08-18,WY,3363,59078,,12,193,,,,,2759,B,2020-08-18 16:42:00,1f4b598e187e85341342e6b9d0763d3b38dd6486,2020-08-18T16:42:00Z,34,193,62441,62441,62441,56,1,-2,1511,32,1543,56,US-WY,2020-09-26 00:07:40,US
2020-08-17,AK,5110,300538,,33,,,,4,,1432,A,2020-08-17 00:00:00,1f061811cb893bd447aa24b54caa076b568a38a0,2020-08-17T00:00:00Z,28,,305648,305648,305648,2,0,0,4083,50,4133,2,US-AK,2020-09-26 00:07:40,US
2020-08-17,AL,109004,743919,,1301,12958,,1319,,720,41523,B,2020-08-17 11:00:00,9a38a9f09dbf0e9603e20f95a8ac01a4e78083fe,2020-08-17T11:00:00Z,1925,12958,852923,848514,852923,1,27,351,5928,571,6444,1,US-AL,2020-09-26 00:07:40,US
2020-08-17,AR,53077,569385,,486,3621,,,120,472,46133,A,2020-08-17 15:43:00,2e3e00c631848358279934b3d13ef8c89d24bc5e,2020-08-17T15:43:00Z,603,3621,622462,622050,622462,5,4,51,0,412,0,5,US-AR,2020-09-26 00:07:40,US
2020-08-17,AS,0,1514,,,,,,,,,C,2020-08-15 00:00:00,d838330cd9e50683afbbc69c0eb84837d96ee231,2020-08-15T00:00:00Z,0,,1514,1514,1514,60,0,0,0,0,0,60,US-AS,2020-09-26 00:07:40,US
2020-08-17,AZ,194005,904383,,1182,20756,430,,266,,27800,A+,2020-08-17 00:00:00,4960dda7e889c381abb92e19704e91986aae35f5,2020-08-17T00:00:00Z,4506,20756,1098388,1096897,1098388,4,0,1,5946,468,6398,4,US-AZ,2020-09-26 00:07:40,US
2020-08-17,CA,628031,9305749,,6332,,1811,,,,,B,2020-08-17 00:00:00,d2a8eb52fa329853459959ccc6d782253c5d23bb,2020-08-17T00:00:00Z,11242,,9933780,9933780,9933780,6,18,0,129176,6469,135645,6,US-CA,2020-09-26 00:07:40,US
2020-08-17,CO,53176,581397,,240,6735,,,,,5695,A,2020-08-16 01:59:00,487054c0f4e0813c744a2367583d04b972e7ccef,2020-08-16T01:59:00Z,1768,6735,634573,873051,634573,8,0,8,7930,338,13317,8,US-CO,2020-09-26 00:07:40,US
2020-08-17,CT,51267,930701,,42,11015,,,,,8809,B,2020-08-16 20:30:00,ac9bb2fba8ffb3ac8cc9e97ebc7576fb3afdb54f,2020-08-16T20:30:00Z,4456,11015,981968,981968,981968,9,3,0,43908,370,44278,9,US-CT,2020-09-26 00:07:40,US
2020-08-17,DC,13273,232382,,82,,30,,15,,10521,A+,2020-08-16 00:00:00,30fe19013f7dfb8fce023fc4abf6c38499a14b6c,2020-08-16T00:00:00Z,597,,245655,245655,245655,11,0,0,2750,53,2803,11,US-DC,2020-09-26 00:07:40,US
2020-08-17,DE,16536,196102,,29,,7,,,,8713,A+,2020-08-16 18:00:00,a4b84b4c51e6ede9abc79cc95c384078fdb83cf4,2020-08-16T18:00:00Z,593,,212638,212638,212638,10,0,0,2168,85,2253,10,US-DE,2020-09-26 00:07:40,US
2020-08-17,FL,576094,3676782,3799,5631,34607,,,,,,B,2020-08-16 23:59:00,238970bff67ef74328775831e6ed6fba895cc783,2020-08-16T23:59:00Z,9674,34607,4256675,4252876,4252876,12,87,266,17570,2678,20248,12,US-FL,2020-09-26 00:07:40,US
2020-08-17,GA,238861,1788556,,2626,22133,,4061,,,,A,2020-08-17 14:50:00,7c3b4ce8e8ae6c6d4fd5e8ae9456d7c39d42cad7,2020-08-17T14:50:00Z,4727,22133,2027417,2027417,2027417,13,25,46,20313,1831,22144,13,US-GA,2020-09-26 00:07:40,US
2020-08-17,GU,558,28215,,13,,4,,,,352,A,2020-08-17 01:30:00,3ab1fbd33a83f022c94e2f7d6de7085a1f73f79d,2020-08-17T01:30:00Z,5,,28773,28773,28773,66,0,0,958,42,1000,66,US-GU,2020-09-26 00:07:40,US
2020-08-17,HI,5042,156906,,143,283,35,,25,,1841,C,2020-08-16 00:00:00,3e0288a015992350b86b8fde45368f0b37449471,2020-08-16T00:00:00Z,40,283,161948,161948,161948,15,0,4,2432,217,2649,84,US-UM,2020-09-26 00:07:40,US
2020-08-17,HI,5042,156906,,143,283,35,,25,,1841,C,2020-08-16 00:00:00,3e0288a015992350b86b8fde45368f0b37449471,2020-08-16T00:00:00Z,40,283,161948,161948,161948,15,0,4,2432,217,2649,15,US-HI,2020-09-26 00:07:40,US
2020-08-17,IA,52722,501262,,283,,85,,33,,40788,A+,2020-08-17 00:00:00,0279503112bedc15a21c306ca69f8c9d2cb55fee,2020-08-17T00:00:00Z,981,,553984,553984,553984,19,6,0,2497,294,2791,19,US-IA,2020-09-26 00:07:40,US
2020-08-17,ID,27660,196827,,206,1110,38,313,,,10883,A,2020-08-16 19:00:00,a19671c5fc7c3abe387d7cdd7cf368ed761e8812,2020-08-16T19:00:00Z,269,1110,224487,222668,224487,16,0,7,1082,183,1262,16,US-ID,2020-09-26 00:07:40,US
2020-08-17,IL,209186,3197243,,1544,,340,,126,,,A,2020-08-17 00:00:00,7bf9392f8f51a9bafa222c3cd51db906c6d4689f,2020-08-17T00:00:00Z,7967,,3406429,3406429,3406429,17,12,0,36473,1773,38246,17,US-IL,2020-09-26 00:07:40,US
2020-08-17,IN,81006,833627,,900,9973,262,2033,95,,60677,A+,2020-08-16 23:59:00,28fbd3d2e834f7ad01204adb8a06cfbdfe36882a,2020-08-16T23:59:00Z,3135,9973,914633,914633,914633,18,2,38,7191,591,7782,18,US-IN,2020-09-26 00:07:40,US
2020-08-17,KS,35167,319095,,229,2034,62,560,24,200,1409,A+,2020-08-17 10:00:00,595976c4df4f7cf86af970c07fd819fb4a58da09,2020-08-17T10:00:00Z,405,2034,354262,354262,354262,20,3,14,9937,1282,11219,20,US-KS,2020-09-26 00:07:40,US
2020-08-17,KY,39691,677125,,563,4215,136,1310,,,9158,B,2020-08-17 00:00:00,0d3a6104d55a7ea928100482f25e2678605d4fa2,2020-08-17T00:00:00Z,818,4215,716816,713949,716816,21,5,22,4079,376,4786,21,US-KY,2020-09-26 00:07:40,US
2020-08-17,LA,138485,1535804,,1226,,,,184,,103512,A,2020-08-17 13:00:00,b083652781cfad497bba558d1bfa71c85d45ba00,2020-08-17T13:00:00Z,4526,,1674289,1674289,1674289,22,19,0,15635,567,16202,22,US-LA,2020-09-26 00:07:40,US
2020-08-17,MA,123413,1341501,,367,12178,59,,22,,100486,A+,2020-08-17 10:00:00,f68ba2f3746e00ef1925ec9f7bec747dfae6aeff,2020-08-17T10:00:00Z,8833,12178,1464914,1929891,1464914,25,4,5,14733,213,21416,25,US-MA,2020-09-26 00:07:40,US
2020-08-17,MD,100715,1056897,,435,13658,106,,,,6008,A,2020-08-17 10:00:00,fc8f7db099de7885d5e11a6d5d4d0b162f2c4e57,2020-08-17T10:00:00Z,3641,13658,1157612,1157612,1157612,24,2,44,14699,503,15202,24,US-MD,2020-09-26 00:07:40,US
2020-08-17,ME,4197,208357,,10,399,3,,1,,3638,A+,2020-08-16 23:59:00,82fd3d1a6f88dda77049cc2917b110e052877d8b,2020-08-16T23:59:00Z,127,399,212554,212554,212554,23,0,-1,2302,29,2331,23,US-ME,2020-09-26 00:07:40,US
2020-08-17,MI,102749,2237458,,653,,169,,89,,67778,A+,2020-08-17 00:00:00,693c061e2dca1e96ba79a7f06c8185b2de2447a4,2020-08-17T00:00:00Z,6592,,2340207,2340207,2340207,26,0,0,18667,490,19157,71,US-UM,2020-09-26 00:07:40,US
2020-08-17,MI,102749,2237458,,653,,169,,89,,67778,A+,2020-08-17 00:00:00,693c061e2dca1e96ba79a7f06c8185b2de2447a4,2020-08-17T00:00:00Z,6592,,2340207,2340207,2340207,26,0,0,18667,490,19157,26,US-MI,2020-09-26 00:07:40,US
2020-08-17,MN,65716,934307,,286,5886,155,1716,,,58859,A,2020-08-16 17:00:00,1f2249cd3223edd5cc3ae6321f1cdb4a6d8fb216,2020-08-16T17:00:00Z,1758,5886,1000023,1266561,1000023,27,6,35,5405,564,12353,27,US-MN,2020-09-26 00:07:40,US
2020-08-17,MO,68623,789994,,853,,,,119,,,A,2020-08-17 00:00:00,45e0b73eae8d871911a6533b183a5a3f11994fdc,2020-08-17T00:00:00Z,1396,,858617,858617,858617,29,29,0,11851,1148,12999,29,US-MO,2020-09-26 00:07:40,US
2020-08-17,MP,53,12867,,,4,,,,,29,D,2020-08-17 04:04:00,bc6c175e5cb73add0628a192468ee34e6fd453bc,2020-08-17T04:04:00Z,2,4,12920,12920,12920,69,0,0,615,3,618,69,US-MP,2020-09-26 00:07:40,US
2020-08-17,MS,72412,452177,,1081,4989,289,,168,,56577,A+,2020-08-16 19:00:00,d967345fbad06569a063bb63fd1bac75cc5af294,2020-08-16T19:00:00Z,2095,4989,524589,524589,524589,28,11,73,4167,276,4443,28,US-MS,2020-09-26 00:07:40,US
2020-08-17,MT,5792,198933,,94,330,,,,,4162,C,2020-08-17 00:00:00,1343b7d48fe878f4e6b9e796aab6ddbb40cf5cd1,2020-08-17T00:00:00Z,82,330,204725,204725,204725,30,0,4,2759,42,2801,30,US-MT,2020-09-26 00:07:40,US
2020-08-17,NC,145516,1789956,,980,,290,,,,127749,A+,2020-08-17 12:20:00,75fddc10963dc5924bfa25cf61bbf779637ae07c,2020-08-17T12:20:00Z,2348,,1935472,1935472,1935472,37,1,0,10262,564,10826,37,US-NC,2020-09-26 00:07:40,US
2020-08-17,ND,8641,171772,,55,461,,,,,7343,C,2020-08-17 00:00:00,9b795f2e2b4e8c8ded28b287fbbcb0e3b892e104,2020-08-17T00:00:00Z,105,461,180413,387834,180413,38,0,2,559,59,2603,38,US-ND,2020-09-26 00:07:40,US
2020-08-17,NE,30372,292619,,146,1883,,,,,22483,A,2020-08-16 20:30:00,6a715331b5418c34e1a6e4e61fc965796b248670,2020-08-16T20:30:00Z,361,1883,322991,322991,322991,31,0,0,1984,131,2115,31,US-NE,2020-09-26 00:07:40,US
2020-08-17,NH,7004,178967,,15,709,,218,,,6302,B,2020-08-17 09:00:00,58104d18e731a272b7b40d603ce10e467ec281e8,2020-08-17T09:00:00Z,423,709,185971,283133,185971,33,0,1,1026,16,2123,33,US-NH,2020-09-26 00:07:40,US
2020-08-17,NJ,187767,2323303,,472,22218,91,,38,,33381,A+,2020-08-17 00:00:00,870e2711305d30e2c9fcfdb647b83b4034528aac,2020-08-17T00:00:00Z,15866,22218,2511070,2511070,2511070,34,4,12,20572,312,20884,34,US-NJ,2020-09-26 00:07:40,US
2020-08-17,NM,23408,647165,,109,2965,,,,,10481,B,2020-08-16 17:30:00,199a6bb22fa8d5099a1329bec45b005468028db8,2020-08-16T17:30:00Z,714,2965,670573,670573,670573,35,3,8,5176,106,5282,35,US-NM,2020-09-26 00:07:40,US
2020-08-17,NV,61967,489456,,869,,256,,150,,1498,A+,2020-08-17 02:59:00,192889d444e48d7a410beb18c96fb1f37074ecec,2020-08-17T02:59:00Z,1077,,551423,551423,551423,32,5,0,3298,662,3960,32,US-NV,2020-09-26 00:07:40,US
