date,state,positive,negative,pending,hospitalized_currently,hospitalized_cumulative,in_icu_currently,in_icu_cumulative,on_ventilator_currently,on_ventilator_cumulative,recovered,data_quality_grade,last_update_et,hash,date_checked,death,hospitalized,total,total_test_results,pos_neg,fips,death_increase,hospitalized_increase,negative_increase,positive_increase,total_test_results_increase,fips_code,iso_subdivision,load_time,iso_country
2020-09-24,NY,452847,9775798,,500,89995,145,,72,,76382,A,2020-09-23 23:59:00,63ceae8617c69dd2e696b201ec2dd6059b8d0350,2020-09-23T23:59:00Z,25439,89995,10228645,10228645,10228645,36,2,0,91998,955,92953,36,US-NY,2020-09-26 00:07:40,US
2020-09-24,OH,147744,2807971,,586,15051,199,3228,105,,127239,A+,2020-09-24 14:00:00,09764de1026355412517c78f5a5355c9d8155622,2020-09-24T14:00:00Z,4715,15051,2955715,2955715,2955715,39,28,74,23525,991,24516,39,US-OH,2020-09-26 00:07:40,US
2020-09-24,OK,81244,1045682,7430,593,6130,227,,,,67807,A+,2020-09-24 00:00:00,be0cd9d314ecd6133fa6c070aa4b544baaaab717,2020-09-24T00:00:00Z,981,6130,1134356,1126926,1126926,40,11,73,11517,1083,12600,40,US-OK,2020-09-26 00:07:40,US
2020-09-24,OR,31865,618633,,187,2468,40,,16,,5484,A+,2020-09-24 03:01:00,0bded36f05ebff8614600e10197fa9578b8dc623,2020-09-24T03:01:00Z,539,2468,650498,650498,650498,41,1,30,4011,362,4373,41,US-OR,2020-09-26 00:07:40,US
2020-09-24,PA,153397,1803470,,422,,,,53,,125785,A+,2020-09-24 12:30:00,8ccf789695938e13170869897f83ca1be1317115,2020-09-24T12:30:00Z,8079,,1956867,1956867,1956867,42,17,0,13058,853,13911,95,US-UM,2020-09-26 00:07:40,US
2020-09-24,PA,153397,1803470,,422,,,,53,,125785,A+,2020-09-24 12:30:00,8ccf789695938e13170869897f83ca1be1317115,2020-09-24T12:30:00Z,8079,,1956867,1956867,1956867,42,17,0,13058,853,13911,42,US-PA,2020-09-26 00:07:40,US
2020-09-24,PR,43842,305972,,364,,65,,33,,,C,2020-09-24 00:00:00,3d20930a4ea5673184a533a4882fd441ec7e5d63,2020-09-24T00:00:00Z,627,,349814,349814,349814,72,10,0,0,1182,1182,72,US-PR,2020-09-26 00:07:40,US
2020-09-24,RI,24311,303272,,94,2725,8,,4,,2278,A+,2020-09-24 12:00:00,8163bebdcf0bf1d5914944de06cb338a5392078e,2020-09-24T12:00:00Z,1106,2725,327583,717047,327583,44,4,12,2329,134,10469,44,US-RI,2020-09-26 00:07:40,US
2020-09-24,SC,142707,1064399,,804,8945,194,,106,,68079,A+,2020-09-23 16:25:00,f2d22087450aa5aabeb69dd24b93403ea70e0eb0,2020-09-23T16:25:00Z,3279,8945,1207106,1207106,1207106,45,17,39,15501,1021,16522,45,US-SC,2020-09-26 00:07:40,US
2020-09-24,SD,20097,161564,,194,1375,,,,,16596,A,2020-09-23 14:00:00,2d80a88df96a24de6a313a047f42977d68f48e92,2020-09-23T14:00:00Z,210,1375,181661,181661,181661,46,8,8,1066,463,1529,46,US-SD,2020-09-26 00:07:40,US
2020-09-24,TN,187544,2541844,,813,8413,260,,114,,171153,A+,2020-09-24 15:00:00,37381b8d841ad0d8c6ee8968fabf30144a77a287,2020-09-24T15:00:00Z,2310,8413,2729388,2729388,2729388,47,35,75,15210,835,16045,47,US-TN,2020-09-26 00:07:40,US
2020-09-24,TX,723919,5136914,,3204,,1051,,,,642169,A,2020-09-24 18:05:00,ef731c1431ebc33082c55af4b13119e8e30dfdea,2020-09-24T18:05:00Z,15267,,5860833,5860833,5860833,48,138,0,115839,4320,120159,48,US-TX,2020-09-26 00:07:40,US
2020-09-24,UT,67119,717856,,216,3619,76,884,,356,52860,A+,2020-09-24 10:27:00,1623fe48290c12821e3b1f127762f4e12ff4773a,2020-09-24T10:27:00Z,444,3619,784975,784975,784975,49,0,35,7919,1198,9117,49,US-UT,2020-09-26 00:07:40,US
2020-09-24,VA,143492,1816517,358,982,18081,219,,112,,17099,A+,2020-09-23 17:00:00,7d06b1a5b91697bfe65f4e36d3f0ff87acbdeef6,2020-09-23T17:00:00Z,3113,18081,1960367,1952965,1960009,51,24,127,29537,902,30359,51,US-VA,2020-09-26 00:07:40,US
2020-09-24,VI,1290,18534,11,,,,,,,1208,D,2020-09-23 18:43:00,8b7638a28177fb9962b7b9184d719e608ce1b89f,2020-09-23T18:43:00Z,19,,19835,19824,19824,78,0,0,194,12,206,78,US-VI,2020-09-26 00:07:40,US
2020-09-24,VT,1724,156465,,3,,,,,,1566,B,2020-09-23 23:59:00,cd8aaac17eae4e4fa4d4c13c289ef9740c7a6860,2020-09-23T23:59:00Z,58,,158189,158189,158189,50,0,0,924,2,926,50,US-VT,2020-09-26 00:07:40,US
2020-09-24,WA,83702,1659594,,262,7349,,,27,,,B,2020-09-23 02:59:00,2d37896ce11d6bedecea95a4c9b0a0a06ea7c6da,2020-09-23T02:59:00Z,2081,7349,1743296,1743296,1743296,53,11,35,1888,509,2397,53,US-WA,2020-09-26 00:07:40,US
2020-09-24,WI,114700,1371070,208,530,6897,151,1006,,,90726,A+,2020-09-24 00:00:00,c4fb4ded5d396fadfdb11552b1757251b1dff2b3,2020-09-24T00:00:00Z,1275,6897,1485978,1485770,1485770,55,7,76,10887,2478,13365,79,US-UM,2020-09-26 00:07:40,US
2020-09-24,WI,114700,1371070,208,530,6897,151,1006,,,90726,A+,2020-09-24 00:00:00,c4fb4ded5d396fadfdb11552b1757251b1dff2b3,2020-09-24T00:00:00Z,1275,6897,1485978,1485770,1485770,55,7,76,10887,2478,13365,55,US-WI,2020-09-26 00:07:40,US
2020-09-24,WV,14706,514319,,173,,57,,30,,10831,C,2020-09-23 23:59:00,0d92e7d4a39de0e0558a4a587e700f03926d1e7a,2020-09-23T23:59:00Z,325,,529025,529025,529025,54,6,0,3243,202,3445,54,US-WV,2020-09-26 00:07:40,US
2020-09-24,WY,5305,91335,,19,255,,,,,4364,B,2020-09-24 16:19:00,430cb1f0bc658819345a258248c3f0238a26f889,2020-09-24T16:19:00Z,50,255,96640,96640,96640,56,0,2,1511,136,1647,56,US-WY,2020-09-26 00:07:40,US
2020-09-23,AK,7941,425257,,43,,,,14,,2731,A,2020-09-23 03:59:00,77a29837bdfd97f18040622b1984ee7b87e863b8,2020-09-23T03:59:00Z,45,,433198,433198,433198,2,0,0,1952,55,2007,2,US-AK,2020-09-26 00:07:40,US
2020-09-23,AL,147153,938451,,768,16698,,1669,,920,64583,A,2020-09-23 11:00:00,64268ac422e3a504e9b8401b29b1a739bf4ee1ba,2020-09-23T11:00:00Z,2488,16698,1085604,1070903,1085604,1,31,94,4886,569,5350,1,US-AL,2020-09-26 00:07:40,US
2020-09-23,AR,77963,831301,,460,5098,221,,89,640,69952,A+,2020-09-23 00:00:00,052de2d72685a74636cebc28c54f51ef7a5c0bcb,2020-09-23T00:00:00Z,1229,5098,909264,906947,909264,5,20,43,8076,982,8950,5,US-AR,2020-09-26 00:07:40,US
2020-09-23,AS,0,1571,,,,,,,,,D,2020-09-01 00:00:00,2c46457ee4f802b1f3f14dabbca92ccfbf5670d7,2020-09-01T00:00:00Z,0,,1571,1571,1571,60,0,0,0,0,0,60,US-AS,2020-09-26 00:07:40,US
2020-09-23,AZ,215284,1194582,,583,21925,114,,62,,34227,A+,2020-09-23 00:00:00,ea71577096578d1196ae3215a89eae372024a0f4,2020-09-23T00:00:00Z,5525,21925,1409866,1405502,1409866,4,27,25,8774,438,9084,4,US-AZ,2020-09-26 00:07:40,US
2020-09-23,CA,787470,13091953,,3557,,905,,,,,B,2020-09-23 02:59:00,1463ec67a916e845ebd2cb9dcf143e860239b742,2020-09-23T02:59:00Z,15204,,13879423,13879423,13879423,6,133,0,72222,3146,75368,6,US-CA,2020-09-26 00:07:40,US
2020-09-23,CO,66053,779058,,230,7416,,,,,6332,A,2020-09-22 01:59:00,c71007212dbe9c1847499f752ccfb5aeae0193fd,2020-09-22T01:59:00Z,1926,7416,845111,1232288,845111,8,12,43,5573,654,13151,8,US-CO,2020-09-26 00:07:40,US
2020-09-23,CT,56315,1433583,,73,11447,,,,,9204,B,2020-09-22 20:30:00,fd801265d4129d464fc9360a20f5f415955c3023,2020-09-22T20:30:00Z,4497,11447,1489898,1489898,1489898,9,1,0,9919,155,10074,9,US-CT,2020-09-26 00:07:40,US
2020-09-23,DC,15050,348398,,92,,26,,17,,11929,A+,2020-09-22 00:00:00,65567b387778c44895844720fe46362562407b0f,2020-09-22T00:00:00Z,621,,363448,363448,363448,11,0,0,1786,29,1815,11,US-DC,2020-09-26 00:07:40,US
2020-09-23,DE,19830,256214,,61,,12,,,,10443,A+,2020-09-22 18:00:00,cf27820b82a5ad385c931a4f1e49b1ae5d46c8ca,2020-09-22T18:00:00Z,629,,276044,276044,276044,10,1,0,1138,69,1207,10,US-DE,2020-09-26 00:07:40,US
2020-09-23,FL,690499,4465481,3965,2254,43433,,,,,,A,2020-09-22 23:59:00,77b163b303728ed31e5db5b7532b16a7bc5f6135,2020-09-22T23:59:00Z,13782,43433,5159945,5155980,5155980,12,203,172,21048,2590,23638,12,US-FL,2020-09-26 00:07:40,US
2020-09-23,GA,309678,2493537,,1924,27749,,5077,,,,A,2020-09-23 14:50:00,d9c14076295aafc160770ae7d6d217db1d6058ec,2020-09-23T14:50:00Z,6773,27749,2803215,2803215,2803215,13,96,259,18331,1457,19788,13,US-GA,2020-09-26 00:07:40,US
2020-09-23,GU,2235,45016,,33,,13,,,,1543,A,2020-09-23 06:45:00,1452355ca652f03a360f08ed2e26e5c6fc7778ab,2020-09-23T06:45:00Z,37,,47251,47251,47251,66,0,0,378,45,423,66,US-GU,2020-09-26 00:07:40,US
2020-09-23,HI,11522,272547,,181,749,61,,39,,4992,B,2020-09-22 18:00:00,b17cb70b8c587e5a87507a57031b3b68b8a67511,2020-09-22T18:00:00Z,120,749,284069,284069,284069,15,0,14,1426,63,1489,84,US-UM,2020-09-26 00:07:40,US
2020-09-23,HI,11522,272547,,181,749,61,,39,,4992,B,2020-09-22 18:00:00,b17cb70b8c587e5a87507a57031b3b68b8a67511,2020-09-22T18:00:00Z,120,749,284069,284069,284069,15,0,14,1426,63,1489,15,US-HI,2020-09-26 00:07:40,US
2020-09-23,IA,79923,651930,,301,,77,,37,,60350,A+,2020-09-23 00:00:00,589e06e6feba425c24644cfff19a64e3b3ddc24a,2020-09-23T00:00:00Z,1294,,731853,731853,731853,19,8,0,5735,1036,6771,19,US-IA,2020-09-26 00:07:40,US
2020-09-23,ID,38347,257054,,130,1740,39,447,,,20674,A,2020-09-22 19:00:00,c6021d51e1016df795f5a68a2ce2b8f879acd8d7,2020-09-22T19:00:00Z,451,1740,295401,292159,295401,16,4,14,884,446,1248,16,US-ID,2020-09-26 00:07:40,US
2020-09-23,IL,281312,4952493,,1563,,351,,144,,,A,2020-09-23 00:00:00,532c422e30059be3804edb66b4ca90f36dfe007f,2020-09-23T00:00:00Z,8744,,5233805,5233805,5233805,17,22,0,44543,1848,46391,17,US-IL,2020-09-26 00:07:40,US
2020-09-23,IN,113337,1209482,,815,12312,272,2448,78,,90069,A+,2020-09-22 23:59:00,5249d8f9262b919348fe82470e9825e3ebd51ae4,2020-09-22T23:59:00Z,3530,12312,1322819,1322819,1322819,18,10,47,6668,711,7379,18,US-IN,2020-09-26 00:07:40,US
2020-09-23,KS,55226,437055,,313,2766,93,753,27,240,2008,A+,2020-09-23 10:00:00,5489dc0b63fcb8091cf4bbc01fcb3a856ae9454c,2020-09-23T10:00:00Z,621,2766,492281,492281,492281,20,21,60,6323,1267,7590,20,US-KS,2020-09-26 00:07:40,US
2020-09-23,KY,63517,1160625,,530,5095,123,1499,,,11480,B,2020-09-23 00:00:00,f5ee5fea36480b454e9600c0ebf3aac3ee59d3d9,2020-09-23T00:00:00Z,1124,5095,1224142,1216779,1224142,21,5,20,147736,786,148313,21,US-KY,2020-09-26 00:07:40,US
2020-09-23,LA,163869,2056140,,592,,,,94,,149640,A,2020-09-23 13:00:00,bd123e4a84ed54452f04ff5dd88a5ec51ba81375,2020-09-23T13:00:00Z,5407,,2220009,2220009,2220009,22,21,0,12419,616,13035,22,US-LA,2020-09-26 00:07:40,US
2020-09-23,MA,128512,1999432,,361,12592,71,,26,,111479,A+,2020-09-23 08:00:00,33bab77b286c693bcf962e8b65fda6c72e0e5917,2020-09-23T08:00:00Z,9347,12592,2127944,3557548,2127944,25,19,21,20120,543,80869,25,US-MA,2020-09-26 00:07:40,US
2020-09-23,MD,121297,1430808,,332,15268,79,,,,7396,A,2020-09-23 10:00:00,48a2c82225048377c10de20449a6238b97a224f4,2020-09-23T10:00:00Z,3902,15268,1552105,1552105,1552105,24,7,31,7706,385,8091,24,US-MD,2020-09-26 00:07:40,US
2020-09-23,ME,5171,380864,,14,441,2,,0,,4445,A+,2020-09-22 23:59:00,2eacf50f526cd8664bd872418aec4ed2f4cc7d5b,2020-09-22T23:59:00Z,140,441,386035,386035,386035,23,0,-1,10578,25,10603,23,US-ME,2020-09-26 00:07:40,US
2020-09-23,MI,131259,3293848,,501,,146,,58,,90216,A+,2020-09-23 00:00:00,31f3951f689d05d3416dabd37842d31d1ba026b8,2020-09-23T00:00:00Z,7013,,3425107,3425107,3425107,26,16,0,33327,902,34229,71,US-UM,2020-09-26 00:07:40,US
2020-09-23,MI,131259,3293848,,501,,146,,58,,90216,A+,2020-09-23 00:00:00,31f3951f689d05d3416dabd37842d31d1ba026b8,2020-09-23T00:00:00Z,7013,,3425107,3425107,3425107,26,16,0,33327,902,34229,26,US-MI,2020-09-26 00:07:40,US
2020-09-23,MN,92100,1231851,,303,7303,148,2045,,,83507,A,2020-09-22 17:00:00,e4a6357a164b266f3ae54f792c3f00ed64cf025c,2020-09-22T17:00:00Z,2037,7303,1323951,1873867,1323951,27,6,50,5840,678,10173,27,US-MN,2020-09-26 00:07:40,US
2020-09-23,MO,116946,1127617,,989,,,,,,,B,2020-09-23 00:00:00,3fe64a1c1b142ce9ad56681b8a79b81d26bb9f89,2020-09-23T00:00:00Z,1947,,1244563,1244563,1244563,29,83,0,1234,1580,2814,29,US-MO,2020-09-26 00:07:40,US
2020-09-23,MP,69,14776,,,4,,,,,29,D,2020-09-22 00:00:00,8884c28f22aea04c24f174e0569788e75c824853,2020-09-22T00:00:00Z,2,4,14845,14845,14845,69,0,0,460,0,460,69,US-MP,2020-09-26 00:07:40,US
2020-09-23,MS,94573,622138,,620,5607,148,,74,,85327,A+,2020-09-22 00:00:00,8e028eb9f3dd8f021d2b011b3b023bbc8ac7f5e2,2020-09-22T00:00:00Z,2870,5607,716711,716711,716711,28,24,0,3658,552,4210,28,US-MS,2020-09-26 00:07:40,US
2020-09-23,MT,10912,306248,,124,601,,,,,8510,C,2020-09-23 01:59:00,5a92332dd4f07d8b2e3b3d7cfb119a64e4184f55,2020-09-23T01:59:00Z,165,601,317160,317160,317160,30,2,17,2939,212,3151,30,US-MT,2020-09-26 00:07:40,US
2020-09-23,NC,196501,2645926,,912,,281,,,,176422,A+,2020-09-23 12:10:00,eab415093f779d66efff5142a1c27684e8b8e044,2020-09-23T12:10:00Z,3316,,2842427,2842427,2842427,37,30,0,16546,952,17498,37,US-NC,2020-09-26 00:07:40,US
2020-09-23,ND,18981,212871,,89,763,25,192,,,15476,B,2020-09-23 01:59:00,0408d7c5efa7b614f87f1c92524aca20f1dc2f81,2020-09-23T01:59:00Z,156,763,231852,575479,231852,38,0,11,1309,473,6939,38,US-ND,2020-09-26 00:07:40,US
2020-09-23,NE,41785,389317,,197,2214,,,,,31212,A,2020-09-22 20:10:00,0e13b9b23a5d3735181e9d4e91f3dd5c38b0d61a,2020-09-22T20:10:00Z,461,2214,431102,431102,431102,31,9,6,2659,397,3056,31,US-NE,2020-09-26 00:07:40,US
2020-09-23,NH,8007,236482,,17,728,,230,,,7303,B,2020-09-23 09:00:00,bdc274f7dd8d090cd62cec3f98303151a89c9f37,2020-09-23T09:00:00Z,438,728,244489,413391,244489,33,0,1,945,17,2925,33,US-NH,2020-09-26 00:07:40,US
2020-09-23,NJ,200988,3221759,,459,23215,90,,31,,34729,A+,2020-09-23 00:00:00,92c8ee2bfc81236413a9d6a9bdd8bf803bd15e3e,2020-09-23T00:00:00Z,16082,23215,3422747,3422747,3422747,34,6,45,24690,408,25098,34,US-NJ,2020-09-26 00:07:40,US
2020-09-23,NM,27790,844541,,69,3371,,,,,15586,C,2020-09-22 17:12:00,ec22d7acf556db7867dc9b91942a0a7e6199b12d,2020-09-22T17:12:00Z,854,3371,872331,872331,872331,35,3,13,5541,107,5648,35,US-NM,2020-09-26 00:07:40,US
2020-09-23,NV,76807,595117,,479,,134,,69,,2059,A+,2020-09-23 02:59:00,47d7118e5f6b480397adba20fe0cdaeb0d36e6d5,2020-09-23T02:59:00Z,1556,,671924,671924,671924,32,10,0,2341,509,2850,32,US-NV,2020-09-26 00:07:40,US
2020-09-23,NY,451892,9683800,,490,89995,141,,68,,76306,A,2020-09-22 23:59:00,73a23ab7c0b6b78e67d67b6925fc08a799485733,2020-09-22T23:59:00Z,25437,89995,10135692,10135692,10135692,36,5,0,70265,665,70930,36,US-NY,2020-09-26 00:07:40,US
2020-09-23,OH,146753,2784446,,593,14977,200,3218,113,,126023,A+,2020-09-23 14:00:00,2d9e1a6bf4a2598b57f9a3d554613fc62cfc0ac1,2020-09-23T14:00:00Z,4687,14977,2931199,2931199,2931199,39,52,78,41509,903,42412,39,US-OH,2020-09-26 00:07:40,US
2020-09-23,OK,80161,1034165,6067,612,6057,226,,,,66779,A+,2020-09-23 00:00:00,7dba4d79cd71bc996f8f50153d1fc4d8a407f53e,2020-09-23T00:00:00Z,970,6057,1120393,1114326,1114326,40,8,61,11398,1089,12487,40,US-OK,2020-09-26 00:07:40,US
2020-09-23,OR,31503,614622,,188,2438,45,,16,,5475,A+,2020-09-23 03:01:00,23b1d6c09988cb0f3b5d89fa439ffbc615e1e40a,2020-09-23T03:01:00Z,538,2438,646125,646125,646125,41,6,19,3354,190,3544,41,US-OR,2020-09-26 00:07:40,US
2020-09-23,PA,152544,1790412,,421,,,,54,,123560,A+,2020-09-23 12:00:00,3f5a6abc7bba96c41e5b1bec3d83c98576cc6d95,2020-09-23T12:00:00Z,8062,,1942956,1942956,1942956,42,39,0,12496,898,13394,95,US-UM,2020-09-26 00:07:40,US
2020-09-23,PA,152544,1790412,,421,,,,54,,123560,A+,2020-09-23 12:00:00,3f5a6abc7bba96c41e5b1bec3d83c98576cc6d95,2020-09-23T12:00:00Z,8062,,1942956,1942956,1942956,42,39,0,12496,898,13394,42,US-PA,2020-09-26 00:07:40,US
2020-09-23,PR,42660,305972,,376,,63,,36,,,C,2020-09-23 00:00:00,6c1a0e3b87f8748333302c3a12211220b41bee6e,2020-09-23T00:00:00Z,617,,348632,348632,348632,72,4,0,0,64,64,72,US-PR,2020-09-26 00:07:40,US
2020-09-23,RI,24177,300943,,86,2713,9,,5,,2275,A+,2020-09-23 12:00:00,619de2d19bf56b44041c7b6d6fbed07b54816f4c,2020-09-23T12:00:00Z,1102,2713,325120,706578,325120,44,3,9,2596,133,9770,44,US-RI,2020-09-26 00:07:40,US
2020-09-23,SC,141686,1048898,,786,8906,190,,103,,67491,A+,2020-09-22 23:59:00,a2413f171c4771da291c2b1a9c024c46392d5454,2020-09-22T23:59:00Z,3262,8906,1190584,1190584,1190584,45,19,55,17203,897,18100,45,US-SC,2020-09-26 00:07:40,US
2020-09-23,SD,19634,160498,,192,1367,,,,,16324,A,2020-09-22 14:00:00,0b9b24e3e38af8930d497fead940060bba18ffa9,2020-09-22T14:00:00Z,202,1367,180132,180132,180132,46,0,44,1341,445,1786,46,US-SD,2020-09-26 00:07:40,US
2020-09-23,TN,186709,2526634,,919,8338,286,,114,,169649,A+,2020-09-23 15:00:00,f1d4ec7e99211a7a99ff77c068a85a26d56bdb07,2020-09-23T15:00:00Z,2275,8338,2713343,2713343,2713343,47,14,75,20378,1561,21939,47,US-TN,2020-09-26 00:07:40,US
2020-09-23,TX,719599,5021075,,3195,,1041,,,,618054,A,2020-09-23 18:15:00,b782ae3cef51213c4192af8df10043e5459198fc,2020-09-23T18:15:00Z,15129,,5740674,5740674,5740674,48,135,0,69550,3392,72942,48,US-TX,2020-09-26 00:07:40,US
2020-09-23,UT,65921,709937,,190,3584,65,876,,354,52357,A+,2020-09-23 10:39:00,533f79e51b72a89e18727bcef40b18d08ed5fda6,2020-09-23T10:39:00Z,444,3584,775858,775858,775858,49,1,34,6022,877,6899,49,US-UT,2020-09-26 00:07:40,US
2020-09-23,VA,142590,1786980,298,916,17954,215,,113,,17038,A+,2020-09-22 17:00:00,96e4c34c318a0aca652c7411d5e196245393ff5a,2020-09-22T17:00:00Z,3089,17954,1929868,1922606,1929570,51,29,35,10501,580,11026,51,US-VA,2020-09-26 00:07:40,US
2020-09-23,VI,1278,18340,7,,,,,,,1198,D,2020-09-22 20:33:00,7012dc1e4b73977908c498ce51625ee7d0f9f788,2020-09-22T20:33:00Z,19,,19625,19618,19618,78,0,0,152,2,154,78,US-VI,2020-09-26 00:07:40,US
2020-09-23,VT,1722,155541,,2,,,,,,1565,B,2020-09-22 23:59:00,1fa2a67f67ae200bdf335fa8f4ff5f99f677857c,2020-09-22T23:59:00Z,58,,157263,157263,157263,50,0,0,-79,1,-78,50,US-VT,2020-09-26 00:07:40,US
2020-09-23,WA,83193,1657706,,277,7314,,,32,,,B,2020-09-22 02:59:00,7970bca4445cb328bfd49535798ea65bac25b905,2020-09-22T02:59:00Z,2070,7314,1740899,1740899,1740899,53,0,0,0,0,0,53,US-WA,2020-09-26 00:07:40,US
2020-09-23,WI,112222,1360183,198,509,6821,140,998,,,89393,A+,2020-09-23 00:00:00,8ab0368173942bcf4e1563bd6cb1dc36e26b74e1,2020-09-23T00:00:00Z,1268,6821,1472603,1472405,1472405,55,9,56,11691,1895,13586,79,US-UM,2020-09-26 00:07:40,US
2020-09-23,WI,112222,1360183,198,509,6821,140,998,,,89393,A+,2020-09-23 00:00:00,8ab0368173942bcf4e1563bd6cb1dc36e26b74e1,2020-09-23T00:00:00Z,1268,6821,1472603,1472405,1472405,55,9,56,11691,1895,13586,55,US-WI,2020-09-26 00:07:40,US
2020-09-23,WV,14504,511076,,163,,61,,31,,10721,C,2020-09-22 23:59:00,6914ad52b6f6531fce35b2bfcace63f8b93e3347,2020-09-22T23:59:00Z,319,,525580,525580,525580,54,2,0,2791,120,2911,54,US-WV,2020-09-26 00:07:40,US
2020-09-23,WY,5169,89824,,21,253,,,,,4277,B,2020-09-23 17:25:00,16decf14600a8fdba04b4b8d6953934532cfc927,2020-09-23T17:25:00Z,50,253,94993,94993,94993,56,1,0,0,153,153,56,US-WY,2020-09-26 00:07:40,US
2020-09-22,AK,7886,423305,,43,,,,14,,2668,A,2020-09-22 03:59:00,24135b606b72e9c822c662be4c07b364d622accd,2020-09-22T03:59:00Z,45,,431191,431191,431191,2,0,0,2498,48,2546,2,US-AK,2020-09-26 00:07:40,US
2020-09-22,AL,146584,933565,,796,16604,,1659,,910,61232,A,2020-09-22 11:00:00,536eaa13e29a33e56ab8f49589c94d7bd8cd3164,2020-09-22T11:00:00Z,2457,16604,1080149,1065553,1080149,1,18,117,5453,804,6036,1,US-AL,2020-09-26 00:07:40,US
2020-09-22,AR,76981,823225,,453,5055,234,,87,638,69184,A+,2020-09-22 00:00:00,23ebdd8ed12a95784875ca7899fc5d37df6a2fb3,2020-09-22T00:00:00Z,1209,5055,900206,897997,900206,5,12,69,5987,617,6473,5,US-AR,2020-09-26 00:07:40,US
2020-09-22,AS,0,1571,,,,,,,,,D,2020-09-01 00:00:00,1fbce7d9c6b9b287e0974b92a27198573fb8ecdf,2020-09-01T00:00:00Z,0,,1571,1571,1571,60,0,0,0,0,0,60,US-AS,2020-09-26 00:07:40,US
2020-09-22,AZ,214846,1185808,,527,21900,122,,47,,34053,A+,2020-09-22 00:00:00,105d76a8129766df7ef555a53810ba8ef0dc8f4a,2020-09-22T00:00:00Z,5498,21900,1400654,1396418,1400654,4,20,22,9097,595,9791,4,US-AZ,2020-09-26 00:07:40,US
2020-09-22,CA,784324,13019731,,3520,,923,,,,,B,2020-09-22 02:59:00,0997db487384449fe22a0cf5bfe0fea7cfe83c58,2020-09-22T02:59:00Z,15071,,13804055,13804055,13804055,6,53,0,128643,2630,131273,6,US-CA,2020-09-26 00:07:40,US
2020-09-22,CO,65399,773485,,239,7373,,,,,6306,A,2020-09-21 01:59:00,acbe7e6b873d2efee74c91deb30171e27b8cb2ff,2020-09-21T01:59:00Z,1914,7373,838884,1219137,838884,8,1,10,5633,542,10712,8,US-CO,2020-09-26 00:07:40,US
2020-09-22,CT,56160,1423664,,70,11447,,,,,9204,B,2020-09-21 20:30:00,b8dd2fbc5a87443d589427bb8b6b1a8d1f407112,2020-09-21T20:30:00Z,4496,11447,1479824,1479824,1479824,9,1,0,11922,136,12058,9,US-CT,2020-09-26 00:07:40,US
2020-09-22,DC,15021,346612,,95,,22,,19,,11886,A+,2020-09-21 00:00:00,1b8393e382202f7c98f35792436e9a7e0bee0e5c,2020-09-21T00:00:00Z,621,,361633,361633,361633,11,0,0,3846,43,3889,11,US-DC,2020-09-26 00:07:40,US
2020-09-22,DE,19761,255076,,62,,14,,,,10411,A+,2020-09-21 18:00:00,5adfc831fe103379582c1d7147434ebda54e5eeb,2020-09-21T18:00:00Z,628,,274837,274837,274837,10,1,0,1530,94,1624,10,US-DE,2020-09-26 00:07:40,US
2020-09-22,FL,687909,4444433,3950,2319,43261,,,,,,A,2020-09-21 23:59:00,1af196871ff34e868be4d56f373a83a08660462c,2020-09-21T23:59:00Z,13579,43261,5136292,5132342,5132342,12,99,228,16612,2470,19082,12,US-FL,2020-09-26 00:07:40,US
2020-09-22,GA,308221,2475206,,1960,27490,,5026,,,,A,2020-09-22 14:50:00,9ea1088e3046540b8d86a05ad9eb053272185613,2020-09-22T14:50:00Z,6677,27490,2783427,2783427,2783427,13,73,96,11682,882,12564,13,US-GA,2020-09-26 00:07:40,US
2020-09-22,GU,2190,44638,,39,,15,,,,1507,A,2020-09-22 05:00:00,523d2166c95d1ed8aa2277f30ce21a4bccd1d7ea,2020-09-22T05:00:00Z,37,,46828,46828,46828,66,2,0,431,43,474,66,US-GU,2020-09-26 00:07:40,US
2020-09-22,HI,11459,271121,,185,735,51,,40,,4888,B,2020-09-21 18:00:00,5d5a472d13f94d80f482a071d5f0bac22bc77458,2020-09-21T18:00:00Z,120,735,282580,282580,282580,15,0,5,1106,56,1162,84,US-UM,2020-09-26 00:07:40,US
2020-09-22,HI,11459,271121,,185,735,51,,40,,4888,B,2020-09-21 18:00:00,5d5a472d13f94d80f482a071d5f0bac22bc77458,2020-09-21T18:00:00Z,120,735,282580,282580,282580,15,0,5,1106,56,1162,15,US-HI,2020-09-26 00:07:40,US
2020-09-22,IA,78887,646195,,285,,72,,34,,59216,A+,2020-09-22 00:00:00,85b8765176c3738dde4329e336257ca667ee04e9,2020-09-22T00:00:00Z,1286,,725082,725082,725082,19,12,0,2939,548,3487,19,US-IA,2020-09-26 00:07:40,US
2020-09-22,ID,37901,256170,,130,1726,39,446,,,20485,A,2020-09-21 19:00:00,1a603f1797ebcd309b94a231012b903983916480,2020-09-21T19:00:00Z,447,1726,294071,290911,294071,16,4,8,1375,410,1748,16,US-ID,2020-09-26 00:07:40,US
2020-09-22,IL,279464,4907950,,1455,,367,,153,,,A,2020-09-22 00:00:00,b6f9bcb423a5a7b482e8705c7adb5902253e03f2,2020-09-22T00:00:00Z,8722,,5187414,5187414,5187414,17,29,0,40298,1531,41829,17,US-IL,2020-09-26 00:07:40,US
